Questions,Answers,References
How can I see a psychologist?,"To find a Registered Psychologist, visit the BC Psychological Association. You can make an appointment on your own. You dont need a doctors referral to see a psychologist. Registered Psychologists are not usually covered by MSP, so youll have to pay for the cost of the appointment yourself. Workplace extended health benefits or Employee Family Assistance Programs may cover some costs. Some psychologists offer a sliding scale based on your income. If youre facing financial hardship, you can ask when you make the appointment. If you want to learn more about lower-cost options to access counselling though not usually by Registered Psychologists, email us with your location and our information and referrals team can see what options there may be in your community. If you see a Registered Psychologist through a public mental health centre like a mental health team or outpatient psychiatry program, it will still be covered by MSP. Talk to your care provider if you have questions or want to learn more.",World Health Organization Mental Health Manual
How can I see a counsellor?,"You can find directories of counsellors through their professional organizations. Registered Clinical Counsellors visit the BC Association of Clinical Counsellors Canadian Certified Counsellors visit the Canadian Counselling and Psychotherapy Association Canadian Professional Counsellors visit the Canadian Professional Counsellors Association For more specialized counselling professionals, such as Marriage and Family Therapists, see the Federation of Associations for Counselling Therapists in British Columbia. You can make an appointment on your own. You dont need a doctors referral to see a counsellor. Counsellors are not usually covered by MSP, so youll have to pay for the cost of the appointment yourself. Workplace extended health benefits, Employee Family Assistance Programs, or private health insurance plans may help cover some costs. Some counsellors may offer a sliding scale based on your income. If youre facing financial hardship, you can ask when you make the appointment. Learn more about lower-cost options to access counselling or email us with your location and our information and referrals team can see what options there may be in your community. If you see a counsellor through a public mental health centre like a mental health team or outpatient psychiatry program, it will still be covered by MSP. Talk to your care provider if you have questions or want to learn more. Indigenous community members can access some counselling services locally or through the First Nations Health Authority. Contact your local Band or local Friendship Centre, or contact the First Nations Health Authority.",World Health Organization Mental Health Manual
How can I find a support group?,"Support groups are a way for people with a common experience to help each other and learn from each other. There are support groups for people with any experience of mental illness, support groups for people with a specific diagnosis, support groups for family members and friends, and more. Support groups are offered by community organizations, mental health service providers, schools, campuses, and support agencies. Here are some general resources to help you find a mental health or substance use related support group in BC Talk to your mental health care provider. They might be able to make recommendations. The Mood Disorders Association of BC offers a network of peer support groups around the province for people who experience mental illnesses like mood disorders or post-traumatic stress disorder. They also have groups for family and friends. Groups are drop-in. Many Canadian Mental Health Association branches offer support services, including support groups. If your local branch doesnt have their own program, they can recommend other services in your community. The BC Schizophrenia Society maintains a directory of support groups and other regular events for family members of people with a mental illness. For groups related to alcohol or drug use, call the Alcohol and Drug Information Referral Service at 1-800-663-1441 or 604-660-9382 in the Lower Mainland. For groups in the Lower Mainland, search the Red Book Online. If you are at school or on campus, talk to a school counsellor or your campus health and wellness office. For online support, see some suggestions at www.heretohelp.bc.cadiscuss. This can be particularly useful if you dont have a group in your community or have trouble getting to an in-person group. In order to benefit the most from a support group, you need to feel safe enough to share your experiences and thoughts, and you need to feel comfortable supporting others. It can be helpful to contact the group facilitator or organizer ahead of time to see if a particular group might be a good fit for you. We have a checklist to help you evaluate support groupsincluding when it might be time to leave one. Sometimes a group just doesnt work for you, and thats okay. If you feel comfortable, you can try talking to the facilitator to see if they can recommend another group that you can try.",World Health Organization Mental Health Manual
Mein bachon aur naujawanon ki zehni sehat ki khidmat kahan dhoondh sakta hoon?,"Bachay ya naujawan ke liye madad dhoondhnay ke liye, aap apnay bachay ko hosla dein ke wo apnay ustad ya school counsellor se baat karein. Apnay family doctor ya pediatrician se baat karein, ya walk-in clinic par jaa sakte hain. Apne ilaqay ke Child Youth Mental Health office se unke walk-in dinon par rabta karein. Kelty Mental Healths Help Finder Tool istemal karein taake khidmaat aur providers ki specific maloomat mil sake. Institute of Families for Child and Youth Mental Health ke Youth-in-Residence ya Parent-in-Residence se rehnumai, maloomat aur support ke liye rabta karein. Youth-in-Residence aur Parents-in-Residence province bhar mein mojud hain. Agar aapke community mein yeh mojood nahin, to Kelty Mental Health Resource Centre ka Parent ya Youth-in-Residence phone ya email ke zariye madad kar sakta hai. Bachon aur naujawano ki zehni sehat ke liye maloomat aur resources ke liye www.familysmart.ca par jayein. Jo naujawan 12-24 saal ke hain unke liye foundrybc.ca dekhain ke aapke ilaqay mein koi Foundry Centre hai ya nahi. Foundry centre asani se dakhil hone wali zehni sehat ki dekhbhal, jismani sehat ki dekhbhal, samaji khidmaat, aur support ek hi office se faraham karta hai.",World Health Organization Mental Health Manual
Buzurg afrad apni zehni sehat ke masail ke liye madad kahan dhoondh sakte hain?,"Zehni sehat ke masail har umar mein sanjeeda hote hain, aur har kisi ko madad aur support ka haq hai. Agar aap apni zehni sehat ko le kar chintit hain, to aap apne family doctor se baat karein ya walk-in clinic mein jaa sakte hain. Apne ilaqay ki mental health support line par call karein 310-6789 (kisi area code ke baghair) taake apne ilaqay mein khidmaat ki maloomat hasil kar sakein. Apne ilaqay ka mental health center ya program www.gov.bc.ca/mentalhealth par dhoondhein, kuch programs ke liye doctor ka referral zaruri ho sakta hai. Apne ilaqay ki Canadian Mental Health Association branch www.cmha.bc.ca par dhoondein aur local khidmaat ke baare mein maloomat lein. Seniors ke support organizations ya groups se rabta karein aur mashwara lein. Organizations dhoondhne ke liye www.bc211.ca par search kar sakte hain. Seniors ke zehni sehat ke liye general maloomat Canadian Coalition for Seniors Mental Health ke site www.ccsmh.ca par paida kar sakte hain. Seniors aur Depression Series ke info sheets www.heretohelp.bc.ca/factsheetseniors-and-depression-series par dastiyab hain. Agar aap kisi apne qareebi shaks ke bare mein fikrmand hain, to apni chintao ke bare mein saaf saaf batain, jaise badlaw jo aapne notice kiye hon ya samasyaen jo samne aayi hon. Apne qareebi ko apni rai rakhne ka mauqa dein. Wo maslay ko mukhtalif nazar se dekh sakte hain ya apni sehat ki tarjeehat mukhtalif ho sakti hain. Sabr rakhain, aksar yeh aik guftagu se zyada darkaar hota hai. Mumkin ho to taawun ki koshish karein, aisi koi amal ya hal dhoondhne par tawajju dein jisse sab mutfiq ho sakein. Madad mangna aksar logon ke liye mushkil hota hai, aur logon ke kirdar aur salahiyat badalne par yeh aur bhi mushkil ho sakta hai. Agar aapka qareebi foran apne tajurbe aap se share karne ko tayar na ho, to BC Mental Health Support Line 310-6789 (kisi area code ki zarurat nahi), Seniors Distress Line 604-872-1234, ya apne local seniors support organization se madad lene ke options dein (www.bc211.ca par dhoondein). Apne ap ki umeedon aur khud ki bhalai ke liye support lein. Kisi apne ko sehat ke masail mein dekhna bohat stressful ho sakta hai. Magar woh adults jo khud apni dekhbhal kar sakte hain aur zarar ke khatrey mein nahi hain, apne faisley khud karne ke haqdar hain, jisme madad se inkaar bhi shamil hai.",World Health Organization Mental Health Manual
Depression ke liye khud madad ke maaloomat kahan se hasil kar sakta hoon?,"Khud madad ke wasail tashkhees ya ilaaj ka badal nahi hain. Agar aap apne mood ke girnay ke bare mein fikrmand hain, to behtar hai ke sab se pehle apne doctor se baat karen aur apne alamaat ke jismani wajahein door karain. Lekin jab aap ne apne doctor se check-up kar liya hai, to khud madad ke maaloomat seekhne aur mukhtalif skills apni raftar se ya ilaaj ke darmiyan practice karne ka behtareen tareeqa ho sakti hain. Yahan kuch wasail hain jo ap dekh sakte hain. Antidepressant Skills Workbook do BC ke psychologists ne tayar kiya hai. Is mein aap depression ke bare mein zyada seekhenge, mukhtalif skills practise karenge jo mood behtari mein madadgar hain, aur seekhenge ke apni zindagi ke dusre hisson mein sehatmand tabdeeliyan kaise aapke mood ko asar karti hain. Unke paas specific groups ke liye bhi workbooks hain: Dealing With Depression Antidepressant Skills for Teens, ek workbook logon ke liye jo workplace mein depression ka samna karte hain Antidepressant Skills at Work Dealing with Mood Problems in the Workplace, ek workbook expectant ya new mothers ke liye Managing Depression A Self-help Skills Resource for Women Living With Depression During Pregnancy, After Delivery and Beyond, aur logon ke liye jo sehat ke masail se guzarte hain Positive Coping with Health Conditions A Self-Care Workbook. HeretoHelp site par Managing Depression series teen info sheets pesh karti hai: Dealing with a Diagnosis of Depression, Working With Your Doctor for Depression, aur Preventing Relapse of Depression. Ye series aap ko apni sehat ki dekh bhal mein active partner banne mein madad deti hai, sehatmand coping skills aur self-management strategies seekhne mein madad deti hai, aur zyada. Aksar depression se tawajjo aur motivation kam ho jati hai jo self-help maaloomat par akela kaam karne mein mushkil paida karta hai. Agar aap ko thodi si extra support chahiye ek shakhs se, to Bounce Back Reclaim Your Health aik guided self-help program hai British Columbians ke liye jinhein mild se moderate depression, low mood, stress, ya anxiety ka samna hai. Aapko DVD milti hai jis mein tips hoti hain jo aapko depression ke alamaat pehchananay aur manage karne mein madad karti hain, ya aap ghar par workbooks ke series mein zyada gehrai se skills seekh sakte hain. Aap ek trained coach ke sath bhi kaam karte hain jo Canadian Mental Health Association ka hissa hota hai aur phone ya video conference se support aur mashwara deta hai. Bounce Back free hai doctor ke referral se. Mazeed maloomat ke liye www.bouncebackbc.ca dekhein. Agar aap coach ya referral ke baghair Bounce Back materials tak online BC mein hasil karna chahte hain to www.bouncebackonline.ca hai. Mood Disorders Association of BC ke paas mental health, madad mangne, aur dusre mawazuyat par kai videos hain. Kelty Mental Health Resource Centre young logon aur khandan ke liye websites, toolkits, kitaaben aur dosray resources ki mukammal list rakhta hai. Heads Up Guys mardon ke liye healthy living ke tips aur strategies offer karta hai jo depression se guzarte hain. BC Reproductive Mental Health Program ke paas women ke liye postpartum depression manage karne ka self-management guide hai jiska naam Coping with Depression in Pregnancy and Following the Birth hai. Aboriginal women aur unke khandan ke liye ek guide hai Celebrating the Circle of Life coming back to Balance and Harmony. Ye resources BC ke bahar ke hain lekin ache maloomat offer karte hain. MoodGYM Training Program Australia ka web-based self-help course hai jo depression se guzarnay walon ke liye hai aur free hai. Moodjuice UK ka initiative hai jo self-help workbooks deta hai, jis mein depression wala bhi shamil hai. Kai kitaabein aur workbooks hain jo depression se guzarnay walon ke liye madadgar hain. Apne mental health care team se recommendations lein. Aap local bookstores mein ya mental health ke specialty bookstores jaise Odin Books Vancouver mein mil sakte hain. Aap online bhi order kar sakte hain. BC mein aap Family Support and Resource Centre se BC Childrens and Womens Hospitals mein books free mein borrow kar sakte hain. Unke paas depression ke liye self-help aur reference materials hain aurat, unke partners, parents, aur bachon aur naujawano ke liye.",National Institute of Mental Health Clinical Guide
Anxiety ke liye khud madad ke maaloomat kahan se hasil kar sakta hoon?,"Khud madad ke wasail tashkhees ya ilaaj ka badal nahi hain. Agar aap apne mood ke girnay ke bare mein fikrmand hain, to behtar hai ke sab se pehle apne doctor se baat karen aur apne alamaat ke jismani wajahein door karain. Lekin jab aap ne apne doctor se check-up kar liya hai, to khud madad ke maaloomat seekhne aur mukhtalif skills apni raftar se ya ilaaj ke darmiyan practice karne ka behtareen tareeqa ho sakti hain. Yahan kuch resources hain jo aap dekh sakte hain. Anxiety Canada ke paas self-help resources, toolkits, worksheets, aur videos hain anxiety aur anxiety disorders ke liye bachon aur unke walidain, naujawanon, adults, expectant aur naye mothers ke liye www.anxietycanada.com par dastiyab hain. Unka MindShift app skills sikhaata hai jo users ko anxiety manage karne, relax hone, aur achi zindagi guzarne mein madad deta hai. Yeh zyada tar teenagers aur young adults ke liye design kiya gaya hai, lekin dusray adults bhi faida utha sakte hain. Kelty Mental Health Resource Centre ke paas bachon aur naujawanon ke liye recommended websites, toolkits, kitaabein aur dosray resources ki list hai. BC Reproductive Mental Health Program ke paas woh khawateen ke liye self-management guide hai jo pregnancy ke dauran aur delivery ke baad anxiety ka samna karti hain, jiska naam Coping With Anxiety During Pregnancy and Following the Birth hai. Moodjuice UK ka program hai jo anxiety aur dusre mental health masail par self-help aur maloomat faraham karta hai. Agar aap kisi specific anxiety disorder ke liye madad chahte hain, to www.moodjuice.scot.nhs.uk par dosray guides ke liye search karein. Aksar kitaabein aur workbooks available hain jo anxiety problems se guzarnay walon ke liye madadgar hain. Apne mental health care team se recommendations lein. Kuch bookstores mental health aur well-being materials mein specialization karte hain jaise Odin Books Vancouver. BC mein aap Family Support and Resource Centre se BC Childrens and Womens Hospitals mein kitaabein free mein borrow kar sakte hain. Agar aap ko ek shakhs se thodi zyada support ke sath khud madad ke maaloomat chahiye, to Bounce Back Reclaim Your Health aik guided self-help program hai British Columbians ke liye jinhein mild se moderate low mood ya anxiety ka samna hai. Aapko anxiety ke alamaat pehchanane aur manage karne ke tips wali DVD milti hai, ya aap ghar par workbooks ke zariye depth mein skills seekh sakte hain. Aap Canadian Mental Health Association ke trained coach ke sath telephone ya video conference par support aur mashwara lete hain. Bounce Back doctor ke referral ke sath muft hai. Mazeed maloomat ke liye www.bouncebackbc.ca par jayein. Agar aap coach ya referral ke baghair Bounce Back materials online BC mein hasil karna chahte hain to www.bouncebackonline.ca hai.",National Institute of Mental Health Clinical Guide
Mujhe aik jismani sehat ke maslay se nibat rahe hai aur us ka stress samalna mushkil ho raha hai. Madad kahan mil sakti hai?,"Jismani sehat ka zehni sehat par bohat asar hota hai. Yahan kuch resources hain jo aap ko chronic health problem ke jazbati challenges ke sath cope karne mein madad dein ge. Self-Management BC muft programs faraham karta hai har umar ke adults ke liye jo ongoing jismani ya zehni sehat ke masail se guzar rahe hain. Is mein symptoms ko manage karne aur behtareen zindagi ki taraf action lene ki strategies milti hain. Parivar ke members, doston, aur qareebi logon ko bhi shirkat ki ijazat hai. Programs angrezi ke siwa mukhtalif zabanon mein bhi dastiyab hain jaise ke Chinese aur Punjabi. Unke website par aap self-management research ke mutaliq aur workshop ya telephone-based support programs ke bare mein maloomat hasil kar sakte hain. Visit www.selfmanagementbc.ca ya call 1-866-902-3767 (toll-free). BC ke psychologists aur doctors ke group ne aik self-guided workbook banaya hai jiska naam Positive Coping with Health Conditions hai, jo un logon ke liye hai jo health problem se guzarte hain ya aise kisi apne pyare ki madad karte hain. Is workbook mein jismani aur zehni sehat ke talluqaat aur mukhtalif skills seekhai jati hain jo aapko mushkil halat, jazbati ehsaasaat ko samajhne, active rehne, aur sehatmand talluqaat barqarar rakhne mein madad deti hain. Bounce Back Reclaim Your Health aik guided self-help program hai British Columbians ke liye jinhein mild se moderate depression, low mood ya anxiety hai. Aapko DVD milti hai jo depression ke alamaat pehchananay aur manage karne ke tips deti hai, ya aap ghar par workbooks ke series mein gehrai mein skills seekh sakte hain. Ek workbook jo chronic health conditions par focus karta hai uska naam Reclaim Your Health hai. Aap Canadian Mental Health Association ke trained coach ke sath phone ya video conference ke zariye support aur mashwara lete hain. Bounce Back doctor ke referral se muft hai. Mazeed maloomat ke liye www.bouncebackbc.ca dekhein. Agar aap coach ya referral ke baghair Bounce Back materials online BC mein istemal karna chahte hain to www.bouncebackonline.ca hai. Reclaim Your Life from illness, disability, pain, or fatigue aik booklet hai Canadian Mental Health Association ka jo aap ko practical tips aur strategies deta hai takay aap musibat se cope kar ke apni rozmarra ki zindagi mein wapas aa saken. Ye booklet www.livinglifetothefull.ca par farokht ke liye dastiyab hai. Ye Living Life to the Full program ka hissa hai, jo aath hafte ka program hai jo logon ki zindagi mein madadgar tabdeeliyan lata hai. Ye sara province mein offer hota hai aur course ki tafseel website par milti hai. Kai tanzeemaat wo logon ki madad karti hain jo kisi specific illness ya health problem se guzarte hain. Ye tanzeemein aksar logon ko munasib support services tak rasai mein madad karti hain ya apne support groups faraham karti hain. Aap apni health care team se recommendations bhi le sakte hain. Agar aap ko zahiri taur par madad nahi mil rahi, to online support groups ki talash kar sakte hain. Agar aap ko akela support chahiye to therapist ya counsellor aik acha option ho sakta hai. In professionals ko dhoondhne ki maloomat ke liye www.heretohelp.bc.ca/ask-us/how-can-i-find-a-doctor-psychiatrist-psychologist-or-counsellor par jayein.",World Health Organization Mental Health Manual
Substance use kab masla banta hai? Madad ke liye kahan ja sakta hoon?,"Har shakhs ka substances jaise alcohol aur dusray drugs ke sath taluq mukhtalif hota hai, aur log mukhtalif wajah se substances istimal karte hain. Jo cheez kuch logon ke liye faida mand hoti hai, wo dusron ke liye ya usi shakhs ke mukhtalif halaat mein problems paida kar sakti hai. Substance use ke bare mein zyada janne ke liye, Understanding Substance Use: A health promotion perspective ko dekhein. Kisi aur ki madad ke liye, ek mufeed resource hai Helping People who Use Substances: A health promotion perspective. Apne substance ke taluq se sochne mein madad ke liye, You and Substance Use: Stuff to think about...and ways to make changes ek acha workbook hai. Dusri series Making Healthier Choices about Substance Use: Tips for cutting back or quitting bohat si nafidi tips aur resources offer karti hai agar aap apne alcohol, marijuana, medications, methamphetamine, aur tobacco ke istemal mein tabdeelian lana chahte hain. Agar aap ya aapke kisi qareebi ko zyada madad ki zarurat hai, to Alcohol and Drug Information Referral Service se apne ilaqay ka support hasil karein. BC mein madad ke liye 1-800-663-1441 par call karein. Greater Vancouver mein, 604-660-9382 par call karein. Substance use ke bare mein zyada maloomat ke liye Centre for Addictions Research of BC ki website dekhein.",World Health Organization Mental Health Manual
Muft ya kam lagat wali counselling kahan mil sakti hai?,"Zehni sehat ki khidmaat jaise counselling ya therapy aapke BC Medical Services Plan (MSP) ke zariye covered ho sakti hain jab aap kisi hospital ya mental health clinic se service hasil karte hain. Apne ilaqay ke health authority se rabta karein takay apne ilaqay mein counselling services ke bare mein maloomat hasil kar sakein. HealthLink BC ke Find Services tool aur Locator app bhi madadgar sabit ho sakte hain. Aksar programs ke liye doctor ka referral zaruri hota hai. Baghair referral ke private system se care leni parti hai, jo government funded nahi hota. Private mental health services mehangi ho sakti hain, jo achi dekhbhal dhoondhne mein rukawat paida karti hai. Seedha jawab nahi magar kai jagah hoti hain jahan aap dekh sakte hain. Agar aapke paas kaam se health benefits hain, to apne coverage ke bare mein maloomat lein. Kuch plans private counselling ya therapy sessions ko cover karte hain. Workplace Employee/Family Assistance Plan bhi kuch services ya community services ke liye referrals de sakta hai. Kuch psychologists, clinical counsellors, aur dusray providers sliding scale offer karte hain, matlab ke unki fees aapki aamdani par mabni hoti hai. Service providers se seedha rabta karein aur poochain ki kya wo sliding scale service dete hain. Vancouver mein aik private clinic mein low-cost counselling options ki achi list hai. Lower Mainland ke bahar ke log is list ko dekh kar apne ilaqay mein milti julti organizations dhoondh sakte hain. Mental health organizations jaise Anxiety Canada, Canadian Mental Health Association, BC Schizophrenia Society, Institute of Families for Child and Youth Mental Health, Mood Disorders Association of BC, ya Jessies Legacy se rabta karein. Wo shayad apke ilaqay mein khidmaat deti hon ya local contacts ki referral dein. Aap humein bhi email kar sakte hain aur hum aapke community ke liye recommendations dene ki koshish karenge.",World Health Organization Mental Health Manual
Kya mein prescription dawaiyon ke liye paise ki madad le sakta hoon?,"BC PharmaCare kuch dawaiyon ki lagat ko cover karta hai Plan G ke tehat, jo Psychiatric Medications Plan kehlata hai, un logon ke liye jo zehni sehat ke liye dawa lena zaruri samajhte hain magar wo afford nahi kar sakte. Aapka doctor ya nurse practitioner aapke liye coverage ke liye darkhwast karta hai. Coverage aam tor par ek saal ke liye hota hai, uske baad dobara darkhwast ki ja sakti hai agar zarurat ho. Apne care team se baat karein agar aap Plan G mein dilchaspi rakhte hain.",World Health Organization Mental Health Manual
Mein mental health care ke liye paise kaise ada karoon?,"Aapko khud apne kharche uthana hongay. Yeh koi raaz nahi ke yeh khidmaat mehngi ho sakti hain, magar aap apne ya apne qaribi ke office ke extended health coverage ke zariye kharche kam kar sakte hain. Employee Family Assistance Program thi bhi apke ya apke qaribi ke office ki taraf se ho sakti hai. Talib-e-ilm apne school ya campus mental health services se faida le sakte hain. Indigenous community ke members apne Band, Friendship Centre, Indigenous support organization, ya First Nations Health Authority through services hasil kar sakte hain. Saqaafat ya mazhabi communities bhi kuch mental health services de sakti hain. Shayad aap apne mental health condition ke ilaaj ke bade kharche income tax return ke health expenses ke zariye claim kar sakte hain. Kuch providers lower-cost services ya sliding scale based on income offer karte hain. Yeh aapke income ya treatment par mabni hota hai.",World Health Organization Mental Health Manual
MSP kya hai?,"MSP ka matlab Medical Services Plan hai. Yeh health insurance program hai jo Canada ke British Columbia mein rehne walon ke liye hukumat chalati hai. MSP doctors ke appointments, specialist doctors jaise psychiatrists ke appointments, aur hospital mein rihayish ke kharche ada karta hai jo medical maslay ke ilaaj ke liye zaruri hain. BC mein rehne walay har shakhs ko MSP mein shamil hona zaruri hai. Aap apni aamdani ke mutabiq mahana fees ada karte hain. Kuch workplaces MSP fees cover karte hain. MSP ke bare mein mazeed maloomat ke liye yahan dekhein. Agar MSP ke liye apply karne ya apni coverage manage karne ke sawaal hain to Health Insurance BC ko Lower Mainland mein 604 683-7151 par call karein ya BC ke dusray hisay mein 1-800-663-7100 par. Wo Monday se Friday 8:00am se 4:30pm tak khulay rehte hain. Aap apne area ke Service BC office mein bhi madad hasil kar sakte hain. Agar aap BC mein naye hain to MSP register karne ke liye 3 mahine intezar karna padta hai. Apna Care Card ya BC Services Card medical appointments ya pharmacy istemal karne ke liye saath le kar jayein.",World Health Organization Mental Health Manual
Referral kya hota hai?,"Referral ka matlab hota hai ke koi shakhs aapko dusri service ke liye recommend kare. Sehat ke maidan mein, iska matlab aam tor par hai ke aapke doctor ne aapko specialist jaise psychiatrist ke paas bhejna hai. Kisi bhi specialist tak rasai ke liye sab se pehle aapko referral ki zarurat hoti hai. Kuch specialists tak access ke liye specific criteria, jaise diagnosis ya alamaat, ki zarurat ho sakti hai. Aapka doctor aap ko batayega ke kya expect karna hai. Jab doctor referral karta hai, toh specialist ka office aap se appointment ke liye rabta karta hai. Apne doctor ke office ko apni current contact information dein taake specialist aap tak pohanch sake. Yeh process chaahe aap apne family doctor ke paas ja rahe hon ya walk-in clinic mein, dono mein barabar hai. Sare mental health programs mein doctor referral required nahi hota jo madad mangne walon ke liye achi baat hai. Self-referral ka matlab hai ke aap khud kisi se mulaqat ka request karte hain, phir aapka evaluation hota hai ke kya aap service ke liye criteria par poore utarte hain.",World Health Organization Mental Health Manual
Psychiatrist aur registered psychologist mein kya farq hai?,"Psychiatrist ek medical doctor hota hai jise zehni sehat ka extra training mila hota hai jo dawa prescribe kar sakta hai. Kuch psychiatrists psychotherapeutic therapies jaise cognitive-behavioural therapy istemal karte hain zehni sehat ke masail ka ilaaj karne ke liye. Kai psychiatrists hospitals, clinics, ya health centres mein kaam karte hain, aur kuch private office bhi chalate hain. Kyun ke wo specialist doctors hain, to aksar aapko psychiatrist se milne ke liye dusre doctor ka referral chahiye hota hai, aur fees bhi lagti hai. Registered psychologist mukhtalif counselling ya talk therapy approaches par tawajju deta hai, magar dawa prescribe nahi karta. Unke paas psychology mein graduate degrees hoti hain. Registered psychologists tak access do tarah se hota hai: public aur private system. Public system mein registered psychologists hospitals ya schools mein kaam karte hain. Kuch programs mein referral chahiye hota hai aur fees MSP ke zariye covered hoti hain. Magar aksar log private system se registered psychologists tak ponchtay hain. Private psychologist ko seedha contact kar sakte hain bina referral ke. Private counsellors ki fees MSP cover nahin karta, lekin employee health plans cover kar sakte hain. Registered psychologists ki fees ghante ke hisaab se farq hoti hai, aur kuch low income walon ke liye kam fees offer karte hain. Aksar farq isi mein hota hai ke aap kaise paisa dete hain aur professionals ki taleem kaisi hai. Treatment aur care mein sab se aham cheez wo professional hai jo aapke maqsad ko support karta ho. Kya aap treatment mein dawa fine-tune karne pe focus karte hain? Kya aap kis therapy approach ki talash mein hain? Kya professional ki care ki philosophy samajh aati hai? Kya aap us se baat karte hue mehfooz mehsoos karte hain? Akhirkar, aapka rishta professional ke sath sab se zaruri hai. Designation par tawajju dene ki bajaye, apni zaruraton aur umeedon ke mutabik professional dhoondein. Apne family doctor se mashwara karein aur unki rai lein. Local mental health organizations se madad lein. Provincial organizations jo HeretoHelp ke peeche hain ke zariye local branches dhoondein. Community health centre, outpatient psychiatry program ya mental health team se mashwara lein. Apne qareebi psychiatrists ki list ke liye College of Physicians and Surgeons of British Columbia ke Find a Physician Tool mein Specialist ke zariye search karein, magar yad rahe ke pehle doctor ke referral ki zarurat hoti hai jaise apke family doctor se.",World Health Organization Mental Health Manual
Psychotherapy aur counselling mein kya farq hai?,"Psychotherapy aur counselling aksar milte julte lafz hain aur aam tor par aik hi cheez ke liye istemal hote hain. Dono un professionals ko bayan karte hain jo talk-based approaches istemal karte hain takay kisi mental illness ya mental health problem se recovery mein madad mile. Bahut se mukhtalif professionals counselling ya psychotherapy de sakte hain, jinmein registered psychologists, registered clinical counsellors, psychiatrists, dusray therapists aur counsellors, family doctors, psychiatric nurses, aur faith leaders shamil hain. Kisi bhi masle par baat karna faidemand hota hai; bohat log paate hain ke sirf doston ya family se baat karna unko behteri mehsoos karne mein madad karta hai. Ek professional therapist ya counsellor zyada madad karta hai kyun ke uske paas training, tajurba, aur jazbati fasla hota hai kyun ke wo aapko jaanta nahi. Wo mukhtalif nazriyat use karta hai aap ko sunne, support karne, aur masail ya patterns ka approach karne ke liye. Misal ke taur par, cognitive-behavioural therapy ek psychotherapy hai jo yeh nazriya rakhti hai ke skills seekh kar apne soch aur amal ko badal ke aap apne jazbaat, sehat, aur mustaqbil ki soch aur rawaiye behtari laa sakte hain. Ek therapist aap ko ye skills sikhata hai aur practise karne mein madad deta hai. Bohat si psychotherapies hain jin ke liye acha evidence hai, jaise cognitive-behavioural therapy, interpersonal therapy, dialectical behaviour therapy, solutions-focused brief psychotherapy, narrative therapy, aur emotion-focused therapy. Aam tor par, therapy aur counselling ke kuch pehlu aik jaise hotay hain, chahe jo approach chunein: aapki umeedein sessions ke liye, aapki samajh aur therapist ki samajh ke darmiyan mail, aur therapist ke sath aapka trust aur rishta. Research se pata chala ke 50% behtari, clients mein jo sirf active listening aur non-directive supportive therapy se guzre, sirf client aur therapist ke rishtay ki wajah se thi. Psychotherapy kaam karti hai, magar jo professional aap chunte hain aur wo aapke values se kitna milta hai bohat zaruri hai. Professional dhoondte waqt poochna acha hota hai ke wo kisi professional organization ka member hai ya nahi, jaise agle hisay mein listed hain.",American Psychological Association Clinical Guidelines
